ID,EN_TITLE,JP_TITLE,CLEAN_TITLE,LANGUAGE,ARTIST,GROUP_NAME,CATEGORY,PARODY,CHARACTER,TAGS,PAGES,UPLOAD_DATE,FORMATTED_DATE,SCRAPED_DATE
647175,[深田拓士] 完熟人妻日記（Chinese）【更新中】,,完熟人妻日記（Chinese）【更新中】,"translated, chinese",fukada takushi,,manga,,,"milf, big breasts",51,2026-05-01 03:47:56,2026-05-01 10:47:56,2026-05-02 21:21:18
647176,[榊歌丸] ヌキ×セン（Chinese）【更新中】,,ヌキ×セン（Chinese）【更新中】,"translated, chinese",sakaki utamaru,,manga,,,"maid, handjob, milf, sweating, big breasts, garter belt, bbw, armpit sex, group, glasses, big ass, schoolgirl uniform, ahegao, huge breasts, anal, mother, nipple fuck, x-ray, bike shorts, incest, double penetration, stockings, pantyhose, rimjob, paizuri, smell, lingerie, sister, teacher, bloomers, impregnation, blowjob",127,2026-05-01 03:55:27,2026-05-01 10:55:27,2026-05-02 21:21:30
647177,[Akikan] Kaa-san no Seiyoku Shori o Shite Ageyou [Chinese],[アキカン] 母さんの性欲処理をしてあげよう [中国翻訳],Kaa-san no Seiyoku Shori o Shite Ageyou,"translated, chinese",,,doujinshi,,,"squirting, milf, kissing, leg lock, big breasts, bbw, cunnilingus, masturbation, cheating, nakadashi, sex toys, mother, hairy, incest, big areolae, armpit licking, lingerie, fingering, blowjob, pixie cut, nipple stimulation",64,2026-05-01 03:59:20,2026-05-01 10:59:20,2026-05-02 21:21:42
647178,[大林森] マン×デレナース,,マン×デレナース,"translated, chinese",oobayashi mori,,manga,,,"nurse, stockings, sole female, sole male",21,2026-05-01 04:00:59,2026-05-01 11:00:59,2026-05-02 21:21:55
647179,[Maineko Ruru] Koibana Fubuki [Digital],,Koibana Fubuki,"english, translated",maineko ruru,,manga,,,"sweating, schoolboy uniform, group, schoolgirl uniform, ffm threesome, stockings, lingerie, ponytail, exposed clothing, rough translation",225,2026-05-01 04:15:04,2026-05-01 11:15:04,2026-05-02 21:22:07
647180,[Shimono Cable] Tanetsuke Produce Watashi no Manko ga Ichiban desho!? (Gakuen IDOLM@STER),[霜野ケーブル] 種付けプロデュース わたしのまんこが一番でしょ!? (学園アイドルマスター),Tanetsuke Produce Watashi no Manko ga Ichiban desho!?,japanese,,shimono cable,doujinshi,the idolmaster,"producer, kotone fujita, saki hanami, temari tsukimura","group, mosaic censorship",42,2026-05-01 04:18:00,2026-05-01 11:18:00,2026-05-02 21:22:19
647181,About Azell Anecdote Amazing A4 (Takehiko Itō),,About Azell Anecdote Amazing A4,japanese,itou takehiko,,doujinshi,"outlaw star, uchuu eiyuu monogatari","hilda, aisha clanclan, twilight suzuka, melfina, gene starwind, azell azrina azerandi",,67,2026-05-01 04:21:56,2026-05-01 11:21:56,2026-05-02 21:22:32
647182,"[GeulimYKUN] Asuka DNA Merge (Evangelion) [English, Korean, Textless][CCB个人机翻汉化][chinese]",,Asuka DNA Merge,"translated, chinese",geulimykun,,doujinshi,neon genesis evangelion,"shinji ikari, rei ayanami, asuka langley soryu","sweating, big breasts, pregnant, uncensored, big ass, cervix penetration, nakadashi, huge breasts, ffm threesome, x-ray, big areolae, lactation, paizuri, smegma, impregnation, big penis, shotacon, stomach deformation, deepthroat, sole male",33,2026-05-01 04:28:43,2026-05-01 11:28:43,2026-05-02 21:22:43
647183,[Choco Cafe (Pikota)] Ecchi na Bomtai ga Mitai! (Bomberman),[CHOCO・CAFE (ピコタ)] エッチなボン体がみたい！ (ボンバーマン),Ecchi na Bomtai ga Mitai!,japanese,pikota,choco.cafe,doujinshi,bomberman,,"nakadashi, lolicon, gloves",16,2026-05-01 04:32:08,2026-05-01 11:32:08,2026-05-02 21:22:55
647184,[Choco Cafe (Pikota)] LOVE & SUGAR (Bomber Girl),[CHOCO・CAFE (ピコタ)] LOVE&SUGAR (ボンバーガール),LOVE & SUGAR,japanese,"hinase aya, kutsushita, pikota, yaoya",choco.cafe,doujinshi,bomber girl,"shiro, platinum","futanari, nakadashi, x-ray, dickgirl on female",53,2026-05-01 04:35:25,2026-05-01 11:35:25,2026-05-02 21:23:08
647185,[TINGA (Kochinko)] Sperma Milker Amata ~Ore ga Mahou Shounen!? Ikinari Mob Ra tte Douiu Koto!?~  | 我竟然是魔法少年！？1-刚变身就被轮奸～[Chinese][兰花汉化],俺が魔法少年！？いきなりモブレってどいうこと！？~,Sperma Milker Amata ~Ore ga Mahou Shounen!? Ikinari Mob Ra tte Douiu Koto!?~  | 我竟然是魔法少年！？1-刚变身就被轮奸～,"translated, chinese",kochinko,,doujinshi,,,"males only, yaoi",27,2026-05-01 04:37:13,2026-05-01 11:37:13,2026-05-02 21:23:19
647186,[Sonpuushi (Ikunawa Naniro)] A story about having children with the local deity. [Digital],[村夫子 (郁那和なにろ)]土地神様と子作りする御話 [DL版],A story about having children with the local deity.,japanese,matsui yasutsugu,sonpuushi,doujinshi,,,"full censorship, mosaic censorship, impregnation, sole female, sole male",56,2026-05-01 04:40:35,2026-05-01 11:40:35,2026-05-02 21:23:32
647187,[Warui Yume (Aimu)] Yayo×Io Oshioki Futanari SEX,[ワルイユメ (悪ゐ夢)] やよ×いおお仕置きふたなりSEX,Yayo×Io Oshioki Futanari SEX,japanese,aimu,warui yume,doujinshi,the idolmaster,"yayoi takatsuki, iori minase","futanari, handjob, big breasts, nakadashi, ahegao, anal, big areolae, paizuri, stomach deformation, dickgirl on female",15,2026-05-01 04:41:49,2026-05-01 11:41:49,2026-05-02 21:23:44
647188,[Matsuri Juro] My younger sister Rin and her friends,[祭十郎] 妹の凛とその友達,My younger sister Rin and her friends,japanese,matsuri juro,matsuri juro,doujinshi,,,"group, emotionless sex, ahegao, ffm threesome, lolicon, incest, big areolae, sister, impregnation, tomboy, sole male, bisexual, twintails, eye-covering bang",40,2026-05-01 04:49:49,2026-05-01 11:49:49,2026-05-02 21:23:56
647189,[Imachi Reki] Amakoi Buon Appetito [Digital],[居待暦] 甘恋ぼなぺてぃーと [DL版],Amakoi Buon Appetito,japanese,imachi reki,,manga,,,"elf, big breasts, monster girl, glasses, nakadashi, kimono, tankoubon, lactation, stockings, pantyhose, fox girl, catgirl, kemonomimi, twintails, tail, gloves, very long hair, underwater sex",203,2026-05-01 05:02:40,2026-05-01 12:02:40,2026-05-02 21:24:08
647190,"[Nanashiki Fuka] ""Ato 3-kai wa Ikeru yo ne?"" Otto no Kitaku Mae, Zetsurin Gitei ni Nando mo Hametaosareru Tsuma 61-65(END)",[七色風香] 「あと3回はイケるよね？」夫の帰宅前、絶倫義弟に何度もハメ倒される妻 61-65(END),"""Ato 3-kai wa Ikeru yo ne?"" Otto no Kitaku Mae, Zetsurin Gitei ni Nando mo Hametaosareru Tsuma 61-65",japanese,nanashiki fuka,,manga,,,"full censorship, full color, multi-work series",135,2026-05-01 05:10:27,2026-05-01 12:10:27,2026-05-02 21:24:19
647191,[Suika] Yaribeya Gurashi 31-35,[スイカ] ヤリ部屋暮らし 31-35,Yaribeya Gurashi 31-35,japanese,"suika, ijiro suika",,manga,,,"big breasts, full color",150,2026-05-01 05:18:35,2026-05-01 12:18:35,2026-05-02 21:24:30
647192,[Ankoman] Sukasaha shishō vs setanta❤ (Fate/Grand Order) [Decensored],[あんこまん] スカサハ師匠vsセタンタ❤ (Fate/Grand Order),Sukasaha shishō vs setanta❤,japanese,ankoman,,doujinshi,fate grand order,scathach,"big breasts, big ass, bodysuit, impregnation, big penis, sole female, smalldom",24,2026-05-01 05:20:11,2026-05-01 12:20:11,2026-05-02 21:24:42
647193,[Warui Yume (Aimu)] Kaikyoku!! Iorin Channeru,[ワルイユメ (悪ゐ夢)] 開局!!いおりんちゃんねる,Kaikyoku!! Iorin Channeru,japanese,aimu,warui yume,doujinshi,the idolmaster,"yayoi takatsuki, iori minase","futanari, handjob, big breasts, machine, masturbation, nakadashi, ahegao, bunny girl, big areolae, paizuri, filming, blowjob, fisting, dickgirl on dickgirl",41,2026-05-01 05:22:46,2026-05-01 12:22:46,2026-05-02 21:24:53
647194,[Salty Dog. (Umau Mashio)] Saimen Hiken Kiroku -Oki Aoi- (Blue Archive) [Chinese] [Digital],[そるてぃどっぐ。 (午卯ましお)] 催眠被験記録 ―扇喜アオイ― (ブルーアーカイブ) [中国翻訳] [DL版],Saimen Hiken Kiroku -Oki Aoi-,"translated, chinese",umashio | umau mashio,salty dog.,doujinshi,blue archive,"sensei, aoi oki","urination, nakadashi, hairy, solo action, mind control, mosaic censorship, blowjob, piss drinking, sole male, petplay, burping, halo",31,2026-05-01 05:24:40,2026-05-01 12:24:40,2026-05-02 21:25:05
647195,[STUKITORA] AU Trap 1-3 [Chinese][兰花汉化],,AU Trap 1-3,"translated, chinese",,,doujinshi,,,"big breasts, pregnant, full color, males only, yaoi, tomgirl, impregnation, feminization",53,2026-05-01 05:27:58,2026-05-01 12:27:58,2026-05-02 21:25:17
647196,[@13(Takota)] Futari dake no gogo | 独属于彼此的午后[奇巴丹] [Chinese] [兰花汉化],,Futari dake no gogo | 独属于彼此的午后,"translated, chinese",takota,,manga,,,"big breasts, dark skin, mosaic censorship, sole female, sole male, ponytail, rough translation",21,2026-05-01 05:29:28,2026-05-01 12:29:28,2026-05-02 21:25:28
647197,[月面着陸] Evolving Slime Rebellion [Chinese] [个人汉化],[月面着陸] 成長するスライム・リベリオン [中国翻訳],Evolving Slime Rebellion,"translated, chinese",getsumen chakuriku,,manga,,,"slime, big breasts, monster girl, slime girl, lolicon, breast expansion, saliva",24,2026-05-01 05:34:32,2026-05-01 12:34:32,2026-05-02 21:25:40
647198,[Muramurabito] Atarashii Nekoyashiki-ke no Nekoarai (Wonderful PreCure!) [AI漢化],[村々人] 新しい猫屋敷家の猫洗い (わんだふるぷりきゅあ!) [中国翻訳],Atarashii Nekoyashiki-ke no Nekoarai,"translated, chinese",muramurabito,,doujinshi,wonderful precure,"cure lillian | mayu nekoyashiki, cure nyammy | yuki nekoyashiki","squirting, females only, ahegao, yuri, full color, fingering, mosaic censorship, tribadism, rough translation, bathing room",17,2026-05-01 05:35:57,2026-05-01 12:35:57,2026-05-02 21:25:51
647199,[Medical Company (Kawamura Tsukasa)] Shakuyaku no Mori San | Forest of Peonies 3 [English],[めでぃかるカンパニー (川邑司)] 綽約の杜 参 [DL版],Shakuyaku no Mori San | Forest of Peonies 3,"japanese, english",kawamura tsukasa,medical company,doujinshi,,,"bdsm, big breasts, gag, miko, females only, bondage, multi-work series, shibari, no penetration",16,2026-05-01 05:37:08,2026-05-01 12:37:08,2026-05-02 21:26:04
647200,[Satuyo] 私達の愛び舎 [Digital],[さつよ] 私達の愛び舎 [DL版],私達の愛び舎,japanese,satuyo,,manga,,,"handjob, kissing, cunnilingus, urination, condom, facesitting, nakadashi, femdom, dark skin, lolicon, x-ray, tankoubon, eyepatch, teacher, tomboy, blowjob, ponytail, thick eyebrows, pixie cut, unusual insertions, nipple stimulation",231,2026-05-01 06:19:16,2026-05-01 13:19:16,2026-05-02 21:26:16
647201,[Torii Yoshitsuna] 私たちが153cmだった時のこと [Digital],[鳥居ヨシツナ] 私たちが153cmだった時のこと [DL版],私たちが153cmだった時のこと,japanese,torii yoshitsuna | yamayoshi tanosuke,,manga,,,"sundress, handjob, kissing, swimsuit, unusual pupils, prostitution, nakadashi, femdom, hairy, lolicon, x-ray, defloration, tankoubon, stockings, blowjob, randoseru, kemonomimi, ponytail, twintails, clothed male nude female, petplay, exposed clothing, crying",185,2026-05-01 06:54:04,2026-05-01 13:54:04,2026-05-02 21:26:28
647202,[kkx]班尼特史莱姆洞穴奇遇记,,班尼特史莱姆洞穴奇遇记,chinese,,,doujinshi,genshin impact,bennett,"slime, nakadashi, anal, misc, males only, yaoi, shotacon, mesuiki, slime boy",24,2026-05-01 06:59:02,2026-05-01 13:59:02,2026-05-02 21:26:39
647203,[Meshi Shinja] 完蛋！我被扶她鸡巴包围了 [Chinese] [n2考了74分个人汉化],なんか、知らない間に周りがふたなりチンポだらけなんだが,完蛋！我被扶她鸡巴包围了,"translated, chinese",,meshi shinja,doujinshi,original,,"futanari, big breasts, big nipples, masturbation, sex toys, gyaru, mind break, mouth mask",21,2026-05-01 07:00:32,2026-05-01 14:00:32,2026-05-02 21:26:52
647204,[Monaka Doumei (Dodoson P)] Tokyo Chijo Spot [Chinese] [山嵐个人汉化] [Digital],[もなか同盟 (どどそんP)] 東京痴女スポット [中国翻訳] [DL版],Tokyo Chijo Spot,"translated, chinese",,monaka doumei,doujinshi,,,,36,2026-05-01 07:02:50,2026-05-01 14:02:50,2026-05-02 21:27:04
647205,[Oboro & Tempo Gensui Dou (Tempo Gensui)] Uchuu Seiki Enkou Shoujo ~Elpeo Kyoukahei & Mineva Hidenka~ (Gundam ZZ) [Digital],[朧&天蓬元帥堂 (天蓬元帥)] 宇宙世紀援交少女〜エルピー強化兵＆ミネバ妃殿下〜 (機動戦士ガンダムΖΖ) [DL版],Uchuu Seiki Enkou Shoujo ~Elpeo Kyoukahei & Mineva Hidenka~,japanese,tempo gensui,oboro and tempo gensui dou,doujinshi,gundam zz,"elpeo ple, ple two, mineva lao zabi, glemy toto","garter belt, group, prostitution, nakadashi, ffm threesome, military, x-ray, stockings, blowjob, sole male",24,2026-05-01 07:04:29,2026-05-01 14:04:29,2026-05-02 21:27:17
647206,"[Oboro & Tempo Gensui Dou (Tempo Gensui)] Uchuu Seiki Enkou Shoujo All Stars ~100 Zeon Dollar o Kuretara, Nani o Shite mo Iiyo~ (Various) [Digital]",[朧&天蓬元帥堂 (天蓬元帥)]  宇宙世紀援交少女オールスターズ〜100ジオンドルをくれたらなにをしてもいいよ〜 (よろず)  [DL版],"Uchuu Seiki Enkou Shoujo All Stars ~100 Zeon Dollar o Kuretara, Nani o Shite mo Iiyo~",japanese,tempo gensui,oboro and tempo gensui dou,doujinshi,"victory gundam, gundam zz, gundam unicorn, mobile suit gundam | kidou senshi gundam","kikka kikamoto, elpeo ple, sayla mass, ple two, fraw bow, shakti kareen, mineva lao zabi, ramba ral, suzy relane, woody malden, zenna zabi, kikka kobayashi | kikka kitamoto","group, prostitution, nakadashi, ffm threesome, military, dark skin, x-ray, dilf, blowjob, stomach deformation, facial hair",28,2026-05-01 07:06:15,2026-05-01 14:06:15,2026-05-02 21:27:28
647207,[Gatakomanchi (Komagata)] Kouhai Mainte [Digital] [English],[ガタコマんち (狛形)] 交配メンテ [DL版],Kouhai Mainte,"english, translated",komagata,,doujinshi,,,rough translation,34,2026-05-01 07:08:28,2026-05-01 14:08:28,2026-05-02 21:27:40
647208,[Templicher] Let mommy take care of that for you. [Ghostmilflame],[テンプレチャー] 母さんがヌイてあげる,Let mommy take care of that for you.,"english, translated",,,doujinshi,original,,"milf, big breasts, nakadashi, mother, full color, incest, mosaic censorship, big penis, sole female, sole male, ponytail",64,2026-05-01 07:12:20,2026-05-01 14:12:20,2026-05-02 21:27:52
647209,[kakigoya (Kaki)] Oozora Keisatsu 24-ji!! (Oozora Subaru) [Chinese] [Digital],[柿小屋 (かき)] 大空警察24時!! (大空スバル) [中国翻訳] [DL版],Oozora Keisatsu 24-ji!!,"translated, chinese",kaki,,doujinshi,hololive,oozora subaru,"big breasts, policewoman, vtuber, extraneous ads",34,2026-05-01 07:14:30,2026-05-01 14:14:30,2026-05-02 21:28:06
647210,[有葉と愉快な仲間たち] アコ、本日シャーレ当番日 (ブルーアーカイブ) [English],[有葉と愉快な仲間たち] アコ、本日シャーレ当番日 (ブルーアーカイブ),アコ、本日シャーレ当番日,"english, translated",,,doujinshi,blue archive,"ako amau, sensei","collar, rough translation",26,2026-05-01 07:16:19,2026-05-01 14:16:19,2026-05-02 21:28:21
647211,[Horizontal World (Matanonki)] Miyotogi | 美夜侍 (Blue Archive) [Chinese] [欶澜汉化组] [Digital],[Horizontal World (またのんき▼)] ミ夜伽 (ブルーアーカイブ) [中国翻訳] [DL版],Miyotogi | 美夜侍,"translated, chinese",kinnotama | matanonki,horizontal world,doujinshi,blue archive,"sensei, miyo sakurai","nakadashi, femdom, x-ray, stockings, sole female, sole male, tail, very long hair, painted nails, halo",23,2026-05-01 07:17:59,2026-05-01 14:17:59,2026-05-02 21:28:33
647212,Setsuri Kyo Shin Taisen Vampire 01-02,,Setsuri Kyo Shin Taisen Vampire 01-02,japanese,,,doujinshi,,,manga,359,2026-05-01 07:39:15,2026-05-01 14:39:15,2026-05-02 21:28:45
647213,[Doushoku (INAGITA)] Kounai Matching Appli ~Dare to Demo SEX Dekiru Kami Chinpo~ [Chinese],[どうしょく (INAGITA)] 校内マッチングアプリ〜誰とでもSEXできる神チンポ〜 [中国翻訳],Kounai Matching Appli ~Dare to Demo SEX Dekiru Kami Chinpo~,"translated, chinese",inagita,doushoku | doutei shokudou,doujinshi,,,"big breasts, schoolgirl uniform, ahegao, mosaic censorship, sole female, sole male, extraneous ads",52,2026-05-01 07:42:31,2026-05-01 14:42:31,2026-05-02 21:29:04
647214,[Waiwai Seisaku]  A trip to a nudist beach with my senior martial arts student.,[ワイワイ制作]  武道家の姉弟子と行くヌーディストビーチ,A trip to a nudist beach with my senior martial arts student.,japanese,,waiwai seisaku,doujinshi,,,"big breasts, nakadashi, hairy, exhibitionism, blowjob, nudism, beach",44,2026-05-01 07:45:02,2026-05-01 14:45:02,2026-05-02 21:29:18
647215,Group Chat of The Dead v01s,Group Chat of The Dead v01s,Group Chat of The Dead v01s,japanese,,,manga,,,story arc,197,2026-05-01 09:11:08,2026-05-01 16:11:08,2026-05-02 21:29:30
647216,(Mitsuse) Mutsuki ga Sensei no Tame ni Oshiri o Kaihatsu Suru Hon (Blue Archive) [Digital],(みつせ) ムツキが先生の為にお尻を開発する本 (ブルーアーカイブ) [DL版],Mutsuki ga Sensei no Tame ni Oshiri o Kaihatsu Suru Hon,japanese,mitsuse,,doujinshi,blue archive,"mutsuki asagi, sensei","masturbation, anal, sex toys, lolicon, sole male, focus anal, mesugaki",24,2026-05-01 09:15:31,2026-05-01 16:15:31,2026-05-02 21:29:44
647217,[Putama] Fanbox汉化合集 (Blue Archive) [Chinese] [欶澜汉化组],[ぷ玉] Fanbox汉化合集 (ブルーアーカイブ) [中国翻訳],Fanbox汉化合集,"translated, chinese",putama,,doujinshi,blue archive,"hasumi hanekawa, yuuka hayase, iori shiromi, haruna kurodate, karin kakudate, mari iochi, mika misono, ako amau, saki sorai, noa ushio, sensei, saori joumae, kazusa kyouyama, toki asuma, kanna ogata, rio tsukatsuki, aoi oki, rumi akeshiro, kikyou kiryuu, yukari kadenokouji, ichika nakamasa, kisaki ryuuge, kirara yozakura, satsuki kyougoku, eri shirao, konoka","maid, handjob, sweating, kissing, wings, leg lock, swimsuit, group, schoolgirl uniform, nakadashi, ahegao, ffm threesome, femdom, dark skin, bikini, x-ray, blowjob, catgirl, sole male, ponytail, mesuiki, school gym uniform, nipple stimulation, halo",206,2026-05-01 09:27:06,2026-05-01 16:27:06,2026-05-02 21:29:59
